price,district,metro_name,metro_time,metro_get_type,size,kitchen,floor,floors,constructed,fix,type_of_building,type_of_walls
13400000,р-н Обручевский,Воронцовская,6,пешком,40,8,7,17,1984,Евроремонт,Панельный,Железобетонные
11600000,р-н Проспект Вернадского,Проспект Вернадского,10,пешком,33,7,7,9,1964,Косметический,Панельный,Железобетонные
13000000,р-н Черемушки,Новые Черемушки,9,пешком,37,8,2,16,1973,Косметический,Кирпичный,Железобетонные
12400000,р-н Проспект Вернадского,Новаторская,15,пешком,35,7,8,13,1976,Косметический,Панельный,Железобетонные
16400000,р-н Обручевский,Новаторская,4,пешком,42,9,15,17,2010,Евроремонт,Монолитный,Железобетонные
14500000,р-н Проспект Вернадского,Проспект Вернадского,8,пешком,34,8,14,23,2018,None,None,None
11300000,р-н Обручевский,Новаторская,14,пешком,38,8,15,16,1981,Без ремонта,Панельный,Железобетонные
14800000,р-н Обручевский,Новаторская,13,пешком,39,10,13,21,2015,Евроремонт,Монолитный,Железобетонные
7990000,р-н Проспект Вернадского,Проспект Вернадского,4,пешком,18,9,5,10,1997,None,None,None
13800000,р-н Обручевский,Новаторская,11,пешком,38,9,8,12,1985,Дизайнерский,Блочный,Железобетонные
14400000,р-н Обручевский,Новаторская,5,пешком,37,9,5,22,2009,Косметический,Монолитный,Железобетонные
13490000,р-н Обручевский,Воронцовская,6,пешком,37,8,4,17,1984,None,None,None
16500000,р-н Обручевский,Новаторская,11,пешком,42,9,16,25,2007,None,None,None
12100000,р-н Ломоносовский,Университет,13,пешком,29,4,7,8,1958,None,None,None
6999999,р-н Проспект Вернадского,Проспект Вернадского,2,пешком,18,9,4,10,1997,None,None,None
11700000,р-н Тропарево-Никулино,Юго-Западная,5,пешком,39,9,6,16,1978,None,None,None
10990000,р-н Ломоносовский,Новые Черемушки,16,пешком,30,6,6,9,1967,None,None,None
12500000,р-н Обручевский,Калужская,15,пешком,40,10,13,22,2000,None,None,None
18500000,р-н Обручевский,Новаторская,1,пешком,43,11,12,24,2008,Дизайнерский,None,Железобетонные
14700000,р-н Ломоносовский,Новые Черемушки,16,пешком,39,8,17,17,2006,None,None,None
15300000,р-н Обручевский,Новаторская,14,пешком,41,12,10,14,2021,Косметический,Кирпичный,None
12200000,р-н Ломоносовский,Новые Черемушки,16,пешком,30,6,4,9,1967,Евроремонт,Кирпичный,Железобетонные
11990000,р-н Обручевский,Воронцовская,8,пешком,39,9,3,12,1985,Косметический,Панельный,Железобетонные
13999000,р-н Проспект Вернадского,Проспект Вернадского,11,пешком,32,6,4,5,1962,None,None,None
10800000,р-н Ломоносовский,Новые Черемушки,14,пешком,29,9,1,9,1965,Евроремонт,Кирпичный,Железобетонные
10300000,р-н Проспект Вернадского,Проспект Вернадского,13,пешком,34,5,9,9,1963,None,None,None
14900000,р-н Ломоносовский,Университет,11,пешком,36,10,7,16,1974,Косметический,Блочный,Железобетонные
18300000,р-н Обручевский,Новые Черемушки,7,пешком,45,9,16,19,2021,Евроремонт,Блочный,Железобетонные
12800000,р-н Обручевский,Новаторская,1,пешком,38,10,14,18,1972,Евроремонт,None,Железобетонные
7470000,р-н Ломоносовский,Новаторская,8,пешком,16,9,2,8,1960,Без ремонта,Кирпичный,Железобетонные
11300000,р-н Обручевский,Новаторская,20,пешком,38,8,2,11,2007,Косметический,Монолитный,Железобетонные
10900000,р-н Ломоносовский,Новаторская,9,пешком,32,5,6,9,1964,Косметический,Блочный,Железобетонные
7248000,р-н Проспект Вернадского,Проспект Вернадского,5,пешком,30,9,2,10,1997,Евроремонт,Панельный,None
14990000,р-н Обручевский,Новаторская,16,пешком,39,9,8,22,2001,Косметический,Панельный,Железобетонные
14500000,р-н Обручевский,Калужская,15,пешком,39,10,18,22,2004,Косметический,Монолитный,Железобетонные
13500000,р-н Обручевский,Воронцовская,8,пешком,44,8,5,12,1984,Косметический,Панельный,Железобетонные
13200000,р-н Обручевский,Новаторская,20,пешком,38,8,2,11,2007,Косметический,Монолитный,Железобетонные
12500000,р-н Обручевский,Воронцовская,12,пешком,40,9,3,12,1984,Косметический,Блочный,Железобетонные
8500000,р-н Проспект Вернадского,Проспект Вернадского,4,пешком,22,2,10,10,1997,Дизайнерский,None,None
13200000,р-н Обручевский,Новаторская,20,пешком,38,10,5,22,2005,Косметический,Монолитный,Железобетонные
15837973,р-н Проспект Вернадского,Проспект Вернадского,5,пешком,32,9,2,10,1997,Евроремонт,None,None
11250000,р-н Ломоносовский,Новые Черемушки,17,пешком,30,6,8,9,1966,Косметический,Кирпичный,Железобетонные
5445000,р-н Проспект Вернадского,Проспект Вернадского,4,пешком,16,9,4,10,1997,Дизайнерский,None,None
12699999,р-н Мещанский,Рижская,5,пешком,34,9,8,16,1973,Косметический,Панельный,Железобетонные
13950000,р-н Мещанский,Сухаревская,7,пешком,25,9,2,5,1930,None,None,None
16900000,р-н Мещанский,Проспект Мира,1,пешком,40,8,4,6,1915,None,None,None
12999999,р-н Мещанский,Проспект Мира,6,пешком,30,6,1,5,1964,Косметический,Кирпичный,Железобетонные
30100000,р-н Мещанский,Проспект Мира,5,пешком,63,14,2,12,1999,Евроремонт,Кирпичный,Железобетонные
13500000,р-н Мещанский,Рижская,7,пешком,28,8,3,7,1944,Евроремонт,Кирпичный,Деревянные
10500000,р-н Обручевский,Новаторская,9,пешком,32,6,4,9,1964,None,None,None
9500000,р-н Проспект Вернадского,Проспект Вернадского,4,пешком,19,3,8,10,1997,Евроремонт,None,None
6992000,р-н Проспект Вернадского,Проспект Вернадского,5,пешком,16,9,9,10,1997,Косметический,None,None
16000000,р-н Обручевский,Воронцовская,8,пешком,37,9,4,17,1984,Евроремонт,Панельный,Железобетонные
12900000,р-н Красносельский,Проспект Мира,7,пешком,31,6,2,9,1997,Евроремонт,Блочный,Железобетонные
15500000,р-н Мещанский,Проспект Мира,8,пешком,35,9,6,12,1997,Евроремонт,Блочный,Железобетонные
16590000,р-н Мещанский,Проспект Мира,4,пешком,37,10,6,12,1965,Дизайнерский,None,Железобетонные
13700000,р-н Мещанский,Проспект Мира,7,пешком,29,8,8,14,1970,Косметический,Блочный,Железобетонные
12500000,р-н Красносельский,Проспект Мира,5,пешком,32,7,4,9,1966,Косметический,Блочный,Железобетонные
19000000,р-н Мещанский,Сухаревская,9,пешком,42,10,14,16,1975,Дизайнерский,Блочный,Железобетонные
13900000,р-н Красносельский,Комсомольская,9,пешком,47,7,1,4,1906,None,Кирпичный,Деревянные
19550000,р-н Мещанский,Проспект Мира,8,пешком,35,8,12,14,1974,Евроремонт,Кирпичный,Железобетонные
15800000,р-н Мещанский,Рижская,4,пешком,33,9,11,13,2005,Косметический,Монолитный,Железобетонные
13900000,р-н Мещанский,Проспект Мира,7,пешком,34,9,6,9,1974,Дизайнерский,Кирпичный,Железобетонные
18900000,р-н Тимирязевский,Дмитровская,3,пешком,40,16,45,58,2021,None,None,None
13600000,р-н Мещанский,Проспект Мира,10,пешком,38,9,3,14,1972,Без ремонта,Блочный,Железобетонные
11800000,р-н Мещанский,Проспект Мира,10,пешком,32,7,2,9,1970,Без ремонта,Панельный,Железобетонные
17000000,р-н Мещанский,Достоевская,6,пешком,31,6,4,9,1958,Евроремонт,Кирпичный,Железобетонные
11500000,р-н Мещанский,Рижская,9,пешком,33,6,3,6,1927,Косметический,Кирпичный,Смешанные
22500000,р-н Тверской,Цветной бульвар,6,пешком,33,8,3,9,1967,Косметический,Кирпичный,Железобетонные
25500000,р-н Красносельский,Сухаревская,8,пешком,44,23,11,19,2018,None,Монолитный,None
24900000,р-н Мещанский,Сухаревская,6,пешком,38,11,8,8,1917,Евроремонт,Кирпичный,Деревянные
13900000,р-н Мещанский,Комсомольская,12,пешком,34,9,1,12,1967,Евроремонт,Блочный,Железобетонные
10700000,р-н Головинский,Коптево,17,пешком,40,8,11,17,2002,Евроремонт,Панельный,Железобетонные
9000000,р-н Бутырский,Тимирязевская,10,пешком,35,10,1,12,1968,None,None,None
18000000,р-н Тимирязевский,Дмитровская,15,пешком,40,17,52,60,2021,None,None,None
22000000,р-н Тимирязевский,Дмитровская,1,пешком,37,15,22,30,2020,Евроремонт,None,None
11450000,р-н Тимирязевский,Тимирязевская,15,пешком,35,10,8,12,1966,Косметический,None,Железобетонные
22200000,р-н Тимирязевский,Дмитровская,1,пешком,40,10,7,58,2021,Евроремонт,None,None
19800000,р-н Тимирязевский,Дмитровская,1,пешком,40,18,22,30,2020,Косметический,None,None
11200000,р-н Тимирязевский,Дмитровская,4,пешком,42,9,4,5,1932,Косметический,Кирпичный,Железобетонные
11990000,р-н Тимирязевский,Дмитровская,3,пешком,32,6,3,9,1966,Дизайнерский,Кирпичный,Железобетонные
11490000,р-н Тимирязевский,Тимирязевская,9,пешком,35,9,1,12,1966,None,None,None
17500000,р-н Тимирязевский,Дмитровская,3,пешком,40,16,40,59,1997,Без ремонта,None,None
11499000,р-н Тимирязевский,Тимирязевская,11,пешком,34,9,1,12,1966,None,None,None
11490000,р-н Тимирязевский,Тимирязевская,11,пешком,34,10,1,12,1997,None,None,None
11200000,р-н Тимирязевский,Дмитровская,4,пешком,41,9,4,5,1932,Косметический,Кирпичный,Железобетонные
11700000,р-н Тимирязевский,Тимирязевская,7,пешком,30,6,5,9,1965,Косметический,Кирпичный,Железобетонные
22000000,р-н Тимирязевский,Дмитровская,1,пешком,37,15,22,30,2021,Евроремонт,None,None
14300000,р-н Бутырский,Фонвизинская,4,пешком,43,8,7,19,2016,None,None,None
17500000,р-н Тимирязевский,Дмитровская,1,пешком,40,16,52,59,2021,None,None,None
16000000,р-н Бутырский,Тимирязевская,3,пешком,61,9,12,23,2008,Косметический,Монолитный,Железобетонные
16700000,р-н Бутырский,Фонвизинская,2,пешком,44,15,17,23,1997,None,None,None
10000000,р-н Бутырский,Фонвизинская,4,пешком,35,8,1,5,1960,Косметический,Блочный,Железобетонные
17200000,р-н Тимирязевский,Дмитровская,15,пешком,37,12,47,58,2021,Без ремонта,None,None
18900000,р-н Тимирязевский,Дмитровская,15,пешком,41,15,45,58,2021,Без ремонта,None,None
16500000,р-н Тимирязевский,Тимирязевская,12,пешком,44,11,4,14,2021,Косметический,None,None
10690000,р-н Савеловский,Дмитровская,5,пешком,32,6,8,9,1997,Косметический,Панельный,Железобетонные
9000000,р-н Тимирязевский,Тимирязевская,18,пешком,34,8,5,5,1997,None,Кирпичный,Железобетонные
16500000,р-н Тимирязевский,Тимирязевская,12,пешком,41,11,12,14,2021,None,None,None
8000000,р-н Тимирязевский,Петровско-Разумовская,8,пешком,33,7,9,9,1970,None,None,None
17800000,р-н Тимирязевский,Дмитровская,3,пешком,40,16,11,59,1997,Без ремонта,None,None
9498000,р-н Коптево,Коптево,10,пешком,32,5,2,5,1997,Евроремонт,Блочный,Железобетонные
13699999,р-н Тимирязевский,Тимирязевская,6,пешком,33,5,5,9,1962,Дизайнерский,Кирпичный,Железобетонные
10700000,р-н Савеловский,Дмитровская,3,пешком,31,6,7,9,1965,Косметический,Панельный,Железобетонные
12950000,р-н Марфино,Фонвизинская,9,пешком,38,8,4,17,2008,Косметический,Панельный,Железобетонные
11200000,р-н Тимирязевский,Тимирязевская,2,пешком,33,6,2,5,1963,None,Блочный,Железобетонные
18500000,р-н Тимирязевский,Дмитровская,1,пешком,39,16,37,59,1997,None,None,None
8800000,р-н Бутырский,Фонвизинская,1,пешком,32,5,1,9,1962,Косметический,Блочный,Железобетонные
15900000,р-н Тимирязевский,Дмитровская,1,пешком,30,9,24,29,2021,None,None,None
11500000,р-н Тимирязевский,Тимирязевская,14,транспорт,34,9,1,12,1966,None,None,None
19800000,р-н Тимирязевский,Дмитровская,3,пешком,40,16,24,59,2021,Косметический,Монолитный,None
18999000,р-н Бутырский,Фонвизинская,3,пешком,44,18,10,23,1997,Без ремонта,None,None
17000000,р-н Тимирязевский,Дмитровская,1,пешком,28,10,24,30,1997,None,None,None
14500000,р-н Тимирязевский,Дмитровская,5,пешком,35,7,8,9,1967,None,None,None
13500000,р-н Бутырский,Тимирязевская,7,пешком,36,10,9,16,1983,Евроремонт,Блочный,Железобетонные
12000000,р-н Тимирязевский,Тимирязевская,12,пешком,33,8,4,14,1994,None,None,None
11000000,р-н Тимирязевский,Тимирязевская,4,пешком,29,6,4,5,1960,Косметический,Кирпичный,Железобетонные
24700000,р-н Тимирязевский,Дмитровская,3,пешком,40,16,26,59,2021,None,None,None
22220000,р-н Тимирязевский,Дмитровская,1,пешком,40,18,8,59,2021,Дизайнерский,None,None
21900000,р-н Тимирязевский,Дмитровская,2,пешком,36,14,24,30,2021,None,None,None
19800000,р-н Тимирязевский,Дмитровская,1,пешком,40,18,22,30,2020,Косметический,None,None
11490000,р-н Тимирязевский,Тимирязевская,11,пешком,35,9,1,12,1997,None,None,None
24900000,р-н Тимирязевский,Дмитровская,3,пешком,40,16,10,59,2021,None,None,None
16500000,р-н Савеловский,Дмитровская,5,пешком,40,9,24,43,1997,Без ремонта,None,None
9990000,р-н Тимирязевский,Дмитровская,10,пешком,32,7,4,9,1967,Косметический,Панельный,Железобетонные
10200000,р-н Тимирязевский,Тимирязевская,7,пешком,33,6,8,9,1963,Евроремонт,Кирпичный,Железобетонные
9200000,р-н Тимирязевский,Петровско-Разумовская,7,пешком,32,6,6,12,1974,None,None,None
9900000,р-н Бутырский,Фонвизинская,2,пешком,31,5,8,9,1963,None,None,None
8490000,р-н Тимирязевский,Тимирязевская,15,пешком,29,6,1,5,1997,None,None,None
9500000,р-н Бутырский,Тимирязевская,10,пешком,34,10,1,12,1971,Без ремонта,Блочный,None
11400000,р-н Савеловский,Дмитровская,1,пешком,32,9,5,9,1962,None,None,None
20500000,р-н Тимирязевский,Тимирязевская,6,пешком,42,10,3,22,2018,None,None,None
5095000,р-н Бутырский,Тимирязевская,10,пешком,20,9,1,16,1981,Косметический,Блочный,Железобетонные
22000000,р-н Тимирязевский,Дмитровская,1,пешком,37,15,22,30,2020,Евроремонт,None,None
19200000,р-н Тимирязевский,Дмитровская,3,пешком,40,10,45,58,2021,Без ремонта,None,None
23000000,р-н Тимирязевский,Дмитровская,1,пешком,40,10,11,58,2021,Евроремонт,None,None
10200000,р-н Тимирязевский,Тимирязевская,13,пешком,35,9,6,12,1966,Косметический,None,Железобетонные
9200000,р-н Тимирязевский,Тимирязевская,3,пешком,30,5,3,5,1959,Без ремонта,Кирпичный,Железобетонные
9900000,р-н Бутырский,Фонвизинская,4,пешком,35,10,1,12,1965,Без ремонта,Блочный,Железобетонные
19100000,р-н Тимирязевский,Дмитровская,15,пешком,40,17,12,30,2021,Без ремонта,None,None
11490000,р-н Тимирязевский,Тимирязевская,14,пешком,35,9,1,12,1966,None,None,None
12000000,р-н Бутырский,Тимирязевская,10,пешком,37,9,12,16,1997,None,None,Железобетонные
25000000,р-н Тимирязевский,Дмитровская,1,пешком,39,6,33,58,1997,None,None,None
11500000,р-н Тимирязевский,Тимирязевская,10,пешком,35,9,1,12,1966,None,None,None
11500000,р-н Тимирязевский,Тимирязевская,12,пешком,35,9,1,12,1966,None,None,None
9650000,р-н Бутырский,Фонвизинская,9,пешком,34,9,1,16,1982,Косметический,Блочный,Железобетонные
16000000,р-н Бутырский,Тимирязевская,3,пешком,45,9,17,23,2008,Евроремонт,Монолитный,Железобетонные
12200000,р-н Савеловский,Дмитровская,2,пешком,31,6,4,9,1961,None,None,None
10600000,р-н Тимирязевский,Дмитровская,10,пешком,35,10,1,12,1966,None,None,None
13300000,р-н Бутырский,Фонвизинская,1,пешком,37,9,11,17,2012,Косметический,Монолитный,Железобетонные
12308760,р-н Бутырский,Фонвизинская,5,пешком,38,8,11,22,2020,Евроремонт,None,Железобетонные
15000000,р-н Бутырский,Тимирязевская,3,пешком,36,9,19,23,2008,Косметический,Монолитный,Железобетонные
10300000,р-н Бутырский,Улица Милашенкова,7,пешком,32,6,2,5,1958,Косметический,Блочный,Железобетонные
9000000,р-н Тимирязевский,Дмитровская,3,пешком,38,9,5,5,1932,None,None,None
13500000,р-н Бутырский,Фонвизинская,2,пешком,40,10,5,18,2003,Косметический,Монолитный,Железобетонные
10200000,р-н Тимирязевский,Дмитровская,8,пешком,31,6,4,8,1963,Евроремонт,None,Смешанные
10800000,р-н Тимирязевский,Тимирязевская,8,пешком,30,9,1,9,1965,Дизайнерский,Кирпичный,Железобетонные
11500000,р-н Бутырский,Тимирязевская,10,пешком,35,9,10,12,1967,Косметический,Панельный,Железобетонные
10800000,р-н Бутырский,Фонвизинская,6,пешком,35,10,1,12,1966,None,None,None
20490000,р-н Тимирязевский,Дмитровская,1,пешком,39,18,15,30,2021,Евроремонт,None,None
13300000,р-н Тимирязевский,Дмитровская,8,пешком,33,8,9,14,1989,Косметический,None,Железобетонные
12000000,р-н Бутырский,Петровско-Разумовская,10,пешком,38,10,13,22,1994,Евроремонт,None,Железобетонные
12000000,р-н Бутырский,Тимирязевская,10,пешком,35,10,4,12,1969,Косметический,Блочный,Железобетонные
11600000,р-н Бутырский,Фонвизинская,9,пешком,39,10,4,18,1997,Косметический,Блочный,Железобетонные
12300000,р-н Бутырский,Петровско-Разумовская,10,пешком,38,10,19,22,1994,None,None,None
9600000,р-н Тимирязевский,Тимирязевская,14,пешком,37,8,1,12,1967,Косметический,Блочный,Железобетонные
17000000,р-н Даниловский,ЗИЛ,4,пешком,44,10,16,24,2018,Евроремонт,Монолитный,Железобетонные
4600000,р-н Южнопортовый,Кожуховская,6,пешком,17,9,1,7,1956,Без ремонта,Кирпичный,Железобетонные
5900000,р-н Южнопортовый,Кожуховская,6,пешком,18,9,1,7,1956,Без ремонта,Кирпичный,Железобетонные
19500000,р-н Даниловский,ЗИЛ,5,пешком,43,11,19,24,2018,Дизайнерский,Монолитный,Железобетонные
9700000,р-н Даниловский,ЗИЛ,7,пешком,20,9,8,13,1997,Дизайнерский,Монолитный,None
14350000,р-н Даниловский,ЗИЛ,9,пешком,41,9,9,15,1997,Дизайнерский,None,None
10300000,р-н Даниловский,ЗИЛ,12,пешком,41,15,2,4,1976,Евроремонт,Кирпичный,None
9000000,р-н Даниловский,ЗИЛ,13,пешком,40,16,2,2,2016,Евроремонт,Монолитный,None
9800000,р-н Даниловский,Автозаводская,6,пешком,23,2,2,9,1975,None,None,None
10100000,р-н Южнопортовый,Кожуховская,9,пешком,30,6,3,9,1966,None,None,None
28000000,р-н Даниловский,ЗИЛ,10,пешком,40,9,12,14,2021,Дизайнерский,None,None
14500000,р-н Даниловский,Автозаводская,10,пешком,41,10,3,13,1969,Евроремонт,Кирпичный,Железобетонные
19000000,р-н Даниловский,ЗИЛ,3,пешком,43,11,14,26,2020,Дизайнерский,Монолитный,Железобетонные
13500000,р-н Даниловский,Автозаводская,6,пешком,36,5,3,9,1975,Косметический,Кирпичный,Железобетонные
14200000,р-н Даниловский,Автозаводская,6,пешком,37,7,5,14,1980,Евроремонт,Кирпичный,Железобетонные
3700000,р-н Даниловский,Автозаводская,5,пешком,15,3,1,5,1997,Евроремонт,Кирпичный,None
16200000,р-н Даниловский,Тульская,4,транспорт,43,21,9,16,1997,None,None,None
16000000,р-н Даниловский,Автозаводская,6,пешком,39,10,5,9,1958,Косметический,Кирпичный,Железобетонные
7000000,р-н Даниловский,ЗИЛ,5,пешком,16,5,10,15,2018,Без ремонта,Монолитный,None
5550000,р-н Даниловский,ЗИЛ,6,пешком,12,3,10,13,2018,Без ремонта,Монолитный,None
7790000,р-н Даниловский,ЗИЛ,5,пешком,18,3,10,13,2018,Без ремонта,Монолитно кирпичный,None
7750000,р-н Даниловский,ЗИЛ,7,пешком,18,3,10,13,2017,None,Монолитно кирпичный,None
12000000,р-н Даниловский,Автозаводская,5,пешком,33,6,4,8,1962,Евроремонт,Кирпичный,Железобетонные
19500000,р-н Даниловский,Автозаводская,7,пешком,40,15,23,24,1997,None,None,None
20500000,р-н Даниловский,Автозаводская,5,пешком,55,12,12,24,2002,Евроремонт,Монолитный,Железобетонные
14200000,р-н Даниловский,ЗИЛ,7,пешком,37,6,7,15,2021,Дизайнерский,Монолитный,None
19300000,р-н Южнопортовый,Автозаводская,8,пешком,51,15,4,6,1951,None,None,None
9300000,р-н Даниловский,Тульская,5,транспорт,32,5,2,9,1963,None,None,None
8790000,р-н Даниловский,Технопарк,1,пешком,19,5,22,24,1997,Евроремонт,None,None
18990000,р-н Даниловский,Автозаводская,13,пешком,46,17,6,24,1997,Дизайнерский,Монолитный,Железобетонные
16600000,р-н Даниловский,ЗИЛ,12,пешком,41,13,4,16,1997,None,None,None
13290000,р-н Даниловский,Технопарк,1,пешком,30,9,14,24,2022,Дизайнерский,None,None
16600000,р-н Даниловский,ЗИЛ,6,пешком,38,10,8,15,1997,None,None,None
10050000,р-н Южнопортовый,Автозаводская,10,пешком,25,7,3,16,1968,Косметический,Панельный,Железобетонные
4990000,р-н Даниловский,ЗИЛ,6,пешком,11,3,10,13,2018,Без ремонта,Монолитный,None
16700000,р-н Южнопортовый,Дубровка,5,пешком,43,17,12,15,1997,None,None,None
7000000,р-н Даниловский,ЗИЛ,7,пешком,16,2,10,13,2018,None,Монолитный,None
10450000,р-н Даниловский,ЗИЛ,10,пешком,51,20,2,5,2016,None,None,None
8650000,р-н Даниловский,ЗИЛ,5,пешком,20,3,10,13,2018,Без ремонта,Монолитный,None
8300000,р-н Даниловский,ЗИЛ,7,пешком,19,3,10,13,2017,None,Монолитный,None
7900000,р-н Даниловский,Автозаводская,19,пешком,40,15,2,4,2016,Дизайнерский,Монолитный,None
7450000,р-н Даниловский,ЗИЛ,6,пешком,17,3,10,13,2018,Без ремонта,Монолитный,None
7350000,р-н Даниловский,ЗИЛ,6,пешком,17,3,10,13,2018,Без ремонта,Монолитный,None
7250000,р-н Даниловский,ЗИЛ,6,пешком,14,3,10,13,2018,Без ремонта,Монолитный,None
7200000,р-н Даниловский,ЗИЛ,5,пешком,16,6,10,13,2018,Без ремонта,Монолитный,None
5200000,р-н Даниловский,ЗИЛ,6,пешком,12,3,10,13,2018,Без ремонта,Монолитный,None
16100000,р-н Даниловский,Автозаводская,10,пешком,39,9,11,26,1997,None,None,None
20400000,р-н Даниловский,Автозаводская,10,пешком,43,10,24,24,1997,Евроремонт,Монолитный,Железобетонные
19300000,р-н Даниловский,ЗИЛ,10,пешком,39,18,24,40,1997,None,None,None
17000000,р-н Даниловский,ЗИЛ,2,пешком,44,10,16,26,2018,None,Монолитный,Железобетонные
16200000,р-н Даниловский,ЗИЛ,18,пешком,39,10,2,16,1997,Без ремонта,Монолитный,None
15500000,р-н Даниловский,Автозаводская,10,пешком,34,7,7,26,1997,None,None,None
14500000,р-н Даниловский,ЗИЛ,6,пешком,37,10,7,15,1997,None,None,None
13500000,р-н Южнопортовый,Дубровка,5,пешком,38,8,14,14,2002,Косметический,Монолитный,Железобетонные
13100000,р-н Нагатинский затон,Коломенская,10,пешком,38,10,4,23,1984,None,Панельный,Железобетонные
11200000,р-н Даниловский,ЗИЛ,10,пешком,29,3,2,3,2016,None,Монолитный,None
9000000,р-н Даниловский,ЗИЛ,6,пешком,19,3,10,13,2017,Без ремонта,Монолитный,None
7900000,р-н Даниловский,ЗИЛ,7,пешком,16,1,10,13,2018,Без ремонта,Монолитный,None
7990000,р-н Даниловский,ЗИЛ,7,пешком,19,3,10,13,2018,Без ремонта,Монолитный,None
7650000,р-н Даниловский,ЗИЛ,6,пешком,17,3,10,13,2018,Без ремонта,Монолитный,None
7500000,р-н Даниловский,ЗИЛ,6,пешком,17,3,10,13,2018,Без ремонта,Монолитный,None
13800000,р-н Южнопортовый,Автозаводская,9,пешком,37,8,4,10,2001,Евроремонт,Панельный,Железобетонные
11450000,р-н Южнопортовый,Автозаводская,7,пешком,35,10,10,14,2005,None,None,None
18600000,р-н Даниловский,ЗИЛ,3,пешком,50,12,21,23,2018,None,Монолитный,Железобетонные
27900000,р-н Даниловский,ЗИЛ,8,пешком,41,15,12,14,2018,None,None,None
6550000,р-н Даниловский,ЗИЛ,7,пешком,14,1,10,13,2018,Без ремонта,Монолитный,None
6200000,р-н Даниловский,ЗИЛ,6,пешком,14,3,10,13,2018,None,Монолитный,None
5600000,р-н Даниловский,ЗИЛ,5,пешком,12,3,10,13,2018,Без ремонта,Монолитный,None
6550000,р-н Даниловский,ЗИЛ,7,пешком,15,3,10,13,2018,Без ремонта,Монолитный,None
19761695,р-н Даниловский,Автозаводская,22,пешком,45,20,3,40,1997,None,None,None
19636537,р-н Даниловский,Автозаводская,22,пешком,45,20,3,40,1997,None,None,None
16500000,р-н Даниловский,ЗИЛ,13,пешком,35,16,6,18,2022,None,None,None
14500000,р-н Даниловский,Автозаводская,10,пешком,38,10,7,26,1997,None,None,None
9890000,р-н Даниловский,ЗИЛ,6,пешком,26,6,10,13,2018,Без ремонта,Монолитный,None
9850000,р-н Даниловский,ЗИЛ,6,пешком,23,3,10,13,2018,Без ремонта,Монолитный,None
19500000,р-н Даниловский,Автозаводская,15,пешком,40,11,24,29,1997,None,Монолитно кирпичный,None
6000000,р-н Даниловский,ЗИЛ,6,пешком,13,3,10,13,2018,Без ремонта,Монолитный,None
5900000,р-н Даниловский,ЗИЛ,7,пешком,13,3,10,13,2018,Без ремонта,Монолитный,None
5800000,р-н Даниловский,ЗИЛ,7,пешком,13,1,10,13,2018,Без ремонта,Монолитный,None
6500000,р-н Даниловский,ЗИЛ,6,пешком,15,3,10,13,2018,Без ремонта,Монолитный,None
6290000,р-н Даниловский,ЗИЛ,7,пешком,15,5,10,13,2017,Без ремонта,Монолитный,None
5550000,р-н Даниловский,ЗИЛ,7,пешком,12,3,10,13,2018,Без ремонта,Монолитный,None
23300000,р-н Южнопортовый,Дубровка,5,пешком,48,10,20,30,2012,None,None,Железобетонные
20295240,р-н Даниловский,Автозаводская,22,пешком,45,22,3,40,1997,None,None,None
17450000,р-н Даниловский,ЗИЛ,12,пешком,38,12,15,16,2022,Без ремонта,Монолитно кирпичный,None
12500000,р-н Южнопортовый,Кожуховская,9,пешком,40,8,2,5,1961,None,None,None
10500000,р-н Даниловский,Павелецкая,20,пешком,39,9,5,14,1974,Косметический,Блочный,Железобетонные
10700000,р-н Южнопортовый,Автозаводская,6,пешком,32,6,5,8,1961,Косметический,Кирпичный,Железобетонные
20500000,р-н Даниловский,ЗИЛ,10,пешком,37,11,8,14,2018,Дизайнерский,None,None
8300000,р-н Даниловский,ЗИЛ,11,пешком,40,10,3,4,2017,Евроремонт,Монолитный,None
16100500,р-н Даниловский,Автозаводская,10,пешком,39,11,5,26,1997,None,None,None
10500000,р-н Даниловский,Автозаводская,9,пешком,31,6,5,9,1962,None,None,None
9800000,р-н Южнопортовый,Кожуховская,7,пешком,31,6,5,5,1961,Косметический,Кирпичный,Железобетонные
10200000,р-н Южнопортовый,Автозаводская,8,пешком,32,6,3,8,1961,Косметический,Кирпичный,Железобетонные
17500000,р-н Даниловский,ЗИЛ,3,пешком,47,10,13,26,2018,None,None,None
9199000,р-н Даниловский,Технопарк,1,пешком,19,9,18,24,1997,Дизайнерский,None,None
8790000,р-н Даниловский,Технопарк,1,пешком,19,9,22,24,2021,Евроремонт,None,None
15600000,р-н Даниловский,Автозаводская,10,пешком,49,12,9,16,2012,Косметический,Кирпичный,Железобетонные
10300000,р-н Южнопортовый,Кожуховская,7,пешком,35,8,4,5,1948,None,None,None
15700000,р-н Даниловский,ЗИЛ,3,пешком,44,12,14,26,2020,None,None,None
19500000,р-н Даниловский,Автозаводская,9,пешком,43,11,19,26,2020,None,None,None
13000000,р-н Даниловский,Автозаводская,5,пешком,36,6,7,9,1975,Евроремонт,Кирпичный,Железобетонные
28000000,р-н Даниловский,ЗИЛ,5,пешком,40,15,12,14,2019,Дизайнерский,None,None
9000000,р-н Даниловский,ЗИЛ,9,пешком,19,3,14,15,2022,Дизайнерский,Монолитный,None
